"header","digits2","digits6","digits6_des","notes","SICs","SIC_exclu","SIC","SIC_n"
"AGRICULTURE, FORESTRY, AND FISHERIES","2 Other agricultural products","020202","Feed grains",,"011, 0139, 019, 0219,0259, 029",,"0219","16"
"AGRICULTURE, FORESTRY, AND FISHERIES","2 Other agricultural products","020202","Feed grains",,"011, 0139, 019, 0219,0259, 029",,"0259","17"
"AGRICULTURE, FORESTRY, AND FISHERIES","2 Other agricultural products","020202","Feed grains",,"011, 0139, 019, 0219,0259, 029",,"0290","17"
"AGRICULTURE, FORESTRY, AND FISHERIES","2 Other agricultural products","020202","Feed grains",,"011, 0139, 019, 0219,0259, 029",,"0291","17"
"AGRICULTURE, FORESTRY, AND FISHERIES","2 Other agricultural products","020202","Feed grains",,"011, 0139, 019, 0219,0259, 029",,"0292","17"
"AGRICULTURE, FORESTRY, AND FISHERIES","2 Other agricultural products","020202","Feed grains",,"011, 0139, 019, 0219,0259, 029",,"0293","17"
"AGRICULTURE, FORESTRY, AND FISHERIES","2 Other agricultural products","020202","Feed grains",,"011, 0139, 019, 0219,0259, 029",,"0294","17"
"AGRICULTURE, FORESTRY, AND FISHERIES","2 Other agricultural products","020202","Feed grains",,"011, 0139, 019, 0219,0259, 029",,"0295","17"
"AGRICULTURE, FORESTRY, AND FISHERIES","2 Other agricultural products","020202","Feed grains",,"011, 0139, 019, 0219,0259, 029",,"0296","17"
"AGRICULTURE, FORESTRY, AND FISHERIES","2 Other agricultural products","020202","Feed grains",,"011, 0139, 019, 0219,0259, 029",,"0297","17"
"AGRICULTURE, FORESTRY, AND FISHERIES","2 Other agricultural products","020202","Feed grains",,"011, 0139, 019, 0219,0259, 029",,"0298","17"
"AGRICULTURE, FORESTRY, AND FISHERIES","2 Other agricultural products","020202","Feed grains",,"011, 0139, 019, 0219,0259, 029",,"0299","17"
"AGRICULTURE, FORESTRY, AND FISHERIES","2 Other agricultural products","020203","Grass seeds",,"0139, 019, 0219, 0259,029",,"0139","5"
"AGRICULTURE, FORESTRY, AND FISHERIES","2 Other agricultural products","020203","Grass seeds",,"0139, 019, 0219, 0259,029",,"0190","16"
"AGRICULTURE, FORESTRY, AND FISHERIES","2 Other agricultural products","020203","Grass seeds",,"0139, 019, 0219, 0259,029",,"0191","16"
"AGRICULTURE, FORESTRY, AND FISHERIES","2 Other agricultural products","020203","Grass seeds",,"0139, 019, 0219, 0259,029",,"0192","16"
"AGRICULTURE, FORESTRY, AND FISHERIES","2 Other agricultural products","020203","Grass seeds",,"0139, 019, 0219, 0259,029",,"0193","16"
"AGRICULTURE, FORESTRY, AND FISHERIES","2 Other agricultural products","020203","Grass seeds",,"0139, 019, 0219, 0259,029",,"0194","16"
"AGRICULTURE, FORESTRY, AND FISHERIES","2 Other agricultural products","020203","Grass seeds",,"0139, 019, 0219, 0259,029",,"0195","16"
"AGRICULTURE, FORESTRY, AND FISHERIES","2 Other agricultural products","020203","Grass seeds",,"0139, 019, 0219, 0259,029",,"0196","16"
"AGRICULTURE, FORESTRY, AND FISHERIES","2 Other agricultural products","020203","Grass seeds",,"0139, 019, 0219, 0259,029",,"0197","16"
"AGRICULTURE, FORESTRY, AND FISHERIES","2 Other agricultural products","020203","Grass seeds",,"0139, 019, 0219, 0259,029",,"0198","16"
"AGRICULTURE, FORESTRY, AND FISHERIES","2 Other agricultural products","020203","Grass seeds",,"0139, 019, 0219, 0259,029",,"0199","16"
"AGRICULTURE, FORESTRY, AND FISHERIES","2 Other agricultural products","020203","Grass seeds",,"0139, 019, 0219, 0259,029",,"0219","16"
"AGRICULTURE, FORESTRY, AND FISHERIES","2 Other agricultural products","020203","Grass seeds",,"0139, 019, 0219, 0259,029",,"0259","17"
"AGRICULTURE, FORESTRY, AND FISHERIES","2 Other agricultural products","020203","Grass seeds",,"0139, 019, 0219, 0259,029",,"0290","17"
"AGRICULTURE, FORESTRY, AND FISHERIES","2 Other agricultural products","020203","Grass seeds",,"0139, 019, 0219, 0259,029",,"0291","17"
"AGRICULTURE, FORESTRY, AND FISHERIES","2 Other agricultural products","020203","Grass seeds",,"0139, 019, 0219, 0259,029",,"0292","17"
"AGRICULTURE, FORESTRY, AND FISHERIES","2 Other agricultural products","020203","Grass seeds",,"0139, 019, 0219, 0259,029",,"0293","17"
"AGRICULTURE, FORESTRY, AND FISHERIES","2 Other agricultural products","020203","Grass seeds",,"0139, 019, 0219, 0259,029",,"0294","17"
"AGRICULTURE, FORESTRY, AND FISHERIES","2 Other agricultural products","020203","Grass seeds",,"0139, 019, 0219, 0259,029",,"0295","17"
"AGRICULTURE, FORESTRY, AND FISHERIES","2 Other agricultural products","020203","Grass seeds",,"0139, 019, 0219, 0259,029",,"0296","17"
"AGRICULTURE, FORESTRY, AND FISHERIES","2 Other agricultural products","020203","Grass seeds",,"0139, 019, 0219, 0259,029",,"0297","17"
"AGRICULTURE, FORESTRY, AND FISHERIES","2 Other agricultural products","020203","Grass seeds",,"0139, 019, 0219, 0259,029",,"0298","17"
"AGRICULTURE, FORESTRY, AND FISHERIES","2 Other agricultural products","020203","Grass seeds",,"0139, 019, 0219, 0259,029",,"0299","17"
"AGRICULTURE, FORESTRY, AND FISHERIES","2 Other agricultural products","020300","Tobacco",,"0132, 019, 0219, 0259,029",,"0132","1"
"AGRICULTURE, FORESTRY, AND FISHERIES","2 Other agricultural products","020300","Tobacco",,"0132, 019, 0219, 0259,029",,"0190","16"
"AGRICULTURE, FORESTRY, AND FISHERIES","2 Other agricultural products","020300","Tobacco",,"0132, 019, 0219, 0259,029",,"0191","16"
"AGRICULTURE, FORESTRY, AND FISHERIES","2 Other agricultural products","020300","Tobacco",,"0132, 019, 0219, 0259,029",,"0192","16"
"AGRICULTURE, FORESTRY, AND FISHERIES","2 Other agricultural products","020300","Tobacco",,"0132, 019, 0219, 0259,029",,"0193","16"
"AGRICULTURE, FORESTRY, AND FISHERIES","2 Other agricultural products","020300","Tobacco",,"0132, 019, 0219, 0259,029",,"0194","16"
"AGRICULTURE, FORESTRY, AND FISHERIES","2 Other agricultural products","020300","Tobacco",,"0132, 019, 0219, 0259,029",,"0195","16"
"AGRICULTURE, FORESTRY, AND FISHERIES","2 Other agricultural products","020300","Tobacco",,"0132, 019, 0219, 0259,029",,"0196","16"
"AGRICULTURE, FORESTRY, AND FISHERIES","2 Other agricultural products","020300","Tobacco",,"0132, 019, 0219, 0259,029",,"0197","16"
"AGRICULTURE, FORESTRY, AND FISHERIES","2 Other agricultural products","020300","Tobacco",,"0132, 019, 0219, 0259,029",,"0198","16"
"AGRICULTURE, FORESTRY, AND FISHERIES","2 Other agricultural products","020300","Tobacco",,"0132, 019, 0219, 0259,029",,"0199","16"
"AGRICULTURE, FORESTRY, AND FISHERIES","2 Other agricultural products","020300","Tobacco",,"0132, 019, 0219, 0259,029",,"0219","16"
"AGRICULTURE, FORESTRY, AND FISHERIES","2 Other agricultural products","020300","Tobacco",,"0132, 019, 0219, 0259,029",,"0259","17"
"AGRICULTURE, FORESTRY, AND FISHERIES","2 Other agricultural products","020300","Tobacco",,"0132, 019, 0219, 0259,029",,"0290","17"
"AGRICULTURE, FORESTRY, AND FISHERIES","2 Other agricultural products","020300","Tobacco",,"0132, 019, 0219, 0259,029",,"0291","17"
"AGRICULTURE, FORESTRY, AND FISHERIES","2 Other agricultural products","020300","Tobacco",,"0132, 019, 0219, 0259,029",,"0292","17"
"AGRICULTURE, FORESTRY, AND FISHERIES","2 Other agricultural products","020300","Tobacco",,"0132, 019, 0219, 0259,029",,"0293","17"
"AGRICULTURE, FORESTRY, AND FISHERIES","2 Other agricultural products","020300","Tobacco",,"0132, 019, 0219, 0259,029",,"0294","17"
"AGRICULTURE, FORESTRY, AND FISHERIES","2 Other agricultural products","020300","Tobacco",,"0132, 019, 0219, 0259,029",,"0295","17"
"AGRICULTURE, FORESTRY, AND FISHERIES","2 Other agricultural products","020300","Tobacco",,"0132, 019, 0219, 0259,029",,"0296","17"
"AGRICULTURE, FORESTRY, AND FISHERIES","2 Other agricultural products","020300","Tobacco",,"0132, 019, 0219, 0259,029",,"0297","17"
"AGRICULTURE, FORESTRY, AND FISHERIES","2 Other agricultural products","020300","Tobacco",,"0132, 019, 0219, 0259,029",,"0298","17"
"AGRICULTURE, FORESTRY, AND FISHERIES","2 Other agricultural products","020300","Tobacco",,"0132, 019, 0219, 0259,029",,"0299","17"
"AGRICULTURE, FORESTRY, AND FISHERIES","2 Other agricultural products","020401","Fruits",,"0171-2, 0174-5, 0179,019, 0219, 0259, 029",,"0171","1"
"AGRICULTURE, FORESTRY, AND FISHERIES","2 Other agricultural products","020401","Fruits",,"0171-2, 0174-5, 0179,019, 0219, 0259, 029",,"0172","1"
"AGRICULTURE, FORESTRY, AND FISHERIES","2 Other agricultural products","020401","Fruits",,"0171-2, 0174-5, 0179,019, 0219, 0259, 029",,"0174","1"
"AGRICULTURE, FORESTRY, AND FISHERIES","2 Other agricultural products","020401","Fruits",,"0171-2, 0174-5, 0179,019, 0219, 0259, 029",,"0175","1"
"AGRICULTURE, FORESTRY, AND FISHERIES","2 Other agricultural products","020401","Fruits",,"0171-2, 0174-5, 0179,019, 0219, 0259, 029",,"0179","2"
"AGRICULTURE, FORESTRY, AND FISHERIES","2 Other agricultural products","020401","Fruits",,"0171-2, 0174-5, 0179,019, 0219, 0259, 029",,"0190","16"
"AGRICULTURE, FORESTRY, AND FISHERIES","2 Other agricultural products","020401","Fruits",,"0171-2, 0174-5, 0179,019, 0219, 0259, 029",,"0191","16"
"AGRICULTURE, FORESTRY, AND FISHERIES","2 Other agricultural products","020401","Fruits",,"0171-2, 0174-5, 0179,019, 0219, 0259, 029",,"0192","16"
"AGRICULTURE, FORESTRY, AND FISHERIES","2 Other agricultural products","020401","Fruits",,"0171-2, 0174-5, 0179,019, 0219, 0259, 029",,"0193","16"
"AGRICULTURE, FORESTRY, AND FISHERIES","2 Other agricultural products","020401","Fruits",,"0171-2, 0174-5, 0179,019, 0219, 0259, 029",,"0194","16"
"AGRICULTURE, FORESTRY, AND FISHERIES","2 Other agricultural products","020401","Fruits",,"0171-2, 0174-5, 0179,019, 0219, 0259, 029",,"0195","16"
"AGRICULTURE, FORESTRY, AND FISHERIES","2 Other agricultural products","020401","Fruits",,"0171-2, 0174-5, 0179,019, 0219, 0259, 029",,"0196","16"
"AGRICULTURE, FORESTRY, AND FISHERIES","2 Other agricultural products","020401","Fruits",,"0171-2, 0174-5, 0179,019, 0219, 0259, 029",,"0197","16"
"AGRICULTURE, FORESTRY, AND FISHERIES","2 Other agricultural products","020401","Fruits",,"0171-2, 0174-5, 0179,019, 0219, 0259, 029",,"0198","16"
"AGRICULTURE, FORESTRY, AND FISHERIES","2 Other agricultural products","020401","Fruits",,"0171-2, 0174-5, 0179,019, 0219, 0259, 029",,"0199","16"
"AGRICULTURE, FORESTRY, AND FISHERIES","2 Other agricultural products","020401","Fruits",,"0171-2, 0174-5, 0179,019, 0219, 0259, 029",,"0219","16"
"AGRICULTURE, FORESTRY, AND FISHERIES","2 Other agricultural products","020401","Fruits",,"0171-2, 0174-5, 0179,019, 0219, 0259, 029",,"0259","17"
"AGRICULTURE, FORESTRY, AND FISHERIES","2 Other agricultural products","020401","Fruits",,"0171-2, 0174-5, 0179,019, 0219, 0259, 029",,"0290","17"
"AGRICULTURE, FORESTRY, AND FISHERIES","2 Other agricultural products","020401","Fruits",,"0171-2, 0174-5, 0179,019, 0219, 0259, 029",,"0291","17"
"AGRICULTURE, FORESTRY, AND FISHERIES","2 Other agricultural products","020401","Fruits",,"0171-2, 0174-5, 0179,019, 0219, 0259, 029",,"0292","17"
"AGRICULTURE, FORESTRY, AND FISHERIES","2 Other agricultural products","020401","Fruits",,"0171-2, 0174-5, 0179,019, 0219, 0259, 029",,"0293","17"
"AGRICULTURE, FORESTRY, AND FISHERIES","2 Other agricultural products","020401","Fruits",,"0171-2, 0174-5, 0179,019, 0219, 0259, 029",,"0294","17"
"AGRICULTURE, FORESTRY, AND FISHERIES","2 Other agricultural products","020401","Fruits",,"0171-2, 0174-5, 0179,019, 0219, 0259, 029",,"0295","17"
"AGRICULTURE, FORESTRY, AND FISHERIES","2 Other agricultural products","020401","Fruits",,"0171-2, 0174-5, 0179,019, 0219, 0259, 029",,"0296","17"
"AGRICULTURE, FORESTRY, AND FISHERIES","2 Other agricultural products","020401","Fruits",,"0171-2, 0174-5, 0179,019, 0219, 0259, 029",,"0297","17"
"AGRICULTURE, FORESTRY, AND FISHERIES","2 Other agricultural products","020401","Fruits",,"0171-2, 0174-5, 0179,019, 0219, 0259, 029",,"0298","17"
"AGRICULTURE, FORESTRY, AND FISHERIES","2 Other agricultural products","020401","Fruits",,"0171-2, 0174-5, 0179,019, 0219, 0259, 029",,"0299","17"
"AGRICULTURE, FORESTRY, AND FISHERIES","2 Other agricultural products","020402","Tree nuts",,"0173, 0179, 019, 0219,0259, 029",,"0173","1"
"AGRICULTURE, FORESTRY, AND FISHERIES","2 Other agricultural products","020402","Tree nuts",,"0173, 0179, 019, 0219,0259, 029",,"0179","2"
"AGRICULTURE, FORESTRY, AND FISHERIES","2 Other agricultural products","020402","Tree nuts",,"0173, 0179, 019, 0219,0259, 029",,"0190","16"
"AGRICULTURE, FORESTRY, AND FISHERIES","2 Other agricultural products","020402","Tree nuts",,"0173, 0179, 019, 0219,0259, 029",,"0191","16"
"AGRICULTURE, FORESTRY, AND FISHERIES","2 Other agricultural products","020402","Tree nuts",,"0173, 0179, 019, 0219,0259, 029",,"0192","16"
"AGRICULTURE, FORESTRY, AND FISHERIES","2 Other agricultural products","020402","Tree nuts",,"0173, 0179, 019, 0219,0259, 029",,"0193","16"
"AGRICULTURE, FORESTRY, AND FISHERIES","2 Other agricultural products","020402","Tree nuts",,"0173, 0179, 019, 0219,0259, 029",,"0194","16"
"AGRICULTURE, FORESTRY, AND FISHERIES","2 Other agricultural products","020402","Tree nuts",,"0173, 0179, 019, 0219,0259, 029",,"0195","16"
"AGRICULTURE, FORESTRY, AND FISHERIES","2 Other agricultural products","020402","Tree nuts",,"0173, 0179, 019, 0219,0259, 029",,"0196","16"
"AGRICULTURE, FORESTRY, AND FISHERIES","2 Other agricultural products","020402","Tree nuts",,"0173, 0179, 019, 0219,0259, 029",,"0197","16"
"AGRICULTURE, FORESTRY, AND FISHERIES","2 Other agricultural products","020402","Tree nuts",,"0173, 0179, 019, 0219,0259, 029",,"0198","16"
"AGRICULTURE, FORESTRY, AND FISHERIES","2 Other agricultural products","020402","Tree nuts",,"0173, 0179, 019, 0219,0259, 029",,"0199","16"
"AGRICULTURE, FORESTRY, AND FISHERIES","2 Other agricultural products","020402","Tree nuts",,"0173, 0179, 019, 0219,0259, 029",,"0219","16"
"AGRICULTURE, FORESTRY, AND FISHERIES","2 Other agricultural products","020402","Tree nuts",,"0173, 0179, 019, 0219,0259, 029",,"0259","17"
"AGRICULTURE, FORESTRY, AND FISHERIES","2 Other agricultural products","020402","Tree nuts",,"0173, 0179, 019, 0219,0259, 029",,"0290","17"
"AGRICULTURE, FORESTRY, AND FISHERIES","2 Other agricultural products","020402","Tree nuts",,"0173, 0179, 019, 0219,0259, 029",,"0291","17"
"AGRICULTURE, FORESTRY, AND FISHERIES","2 Other agricultural products","020402","Tree nuts",,"0173, 0179, 019, 0219,0259, 029",,"0292","17"
"AGRICULTURE, FORESTRY, AND FISHERIES","2 Other agricultural products","020402","Tree nuts",,"0173, 0179, 019, 0219,0259, 029",,"0293","17"
"AGRICULTURE, FORESTRY, AND FISHERIES","2 Other agricultural products","020402","Tree nuts",,"0173, 0179, 019, 0219,0259, 029",,"0294","17"
"AGRICULTURE, FORESTRY, AND FISHERIES","2 Other agricultural products","020402","Tree nuts",,"0173, 0179, 019, 0219,0259, 029",,"0295","17"
"AGRICULTURE, FORESTRY, AND FISHERIES","2 Other agricultural products","020402","Tree nuts",,"0173, 0179, 019, 0219,0259, 029",,"0296","17"
"AGRICULTURE, FORESTRY, AND FISHERIES","2 Other agricultural products","020402","Tree nuts",,"0173, 0179, 019, 0219,0259, 029",,"0297","17"
"AGRICULTURE, FORESTRY, AND FISHERIES","2 Other agricultural products","020402","Tree nuts",,"0173, 0179, 019, 0219,0259, 029",,"0298","17"
"AGRICULTURE, FORESTRY, AND FISHERIES","2 Other agricultural products","020402","Tree nuts",,"0173, 0179, 019, 0219,0259, 029",,"0299","17"
"AGRICULTURE, FORESTRY, AND FISHERIES","2 Other agricultural products","020501","Vegetables",,"0134, 0139, 016, 019,0219, 0259, 029, 0119",,"0119","5"
"AGRICULTURE, FORESTRY, AND FISHERIES","2 Other agricultural products","020501","Vegetables",,"0134, 0139, 016, 019,0219, 0259, 029, 0119",,"0134","1"
"AGRICULTURE, FORESTRY, AND FISHERIES","2 Other agricultural products","020501","Vegetables",,"0134, 0139, 016, 019,0219, 0259, 029, 0119",,"0139","5"
"AGRICULTURE, FORESTRY, AND FISHERIES","2 Other agricultural products","020501","Vegetables",,"0134, 0139, 016, 019,0219, 0259, 029, 0119",,"0160","1"
"AGRICULTURE, FORESTRY, AND FISHERIES","2 Other agricultural products","020501","Vegetables",,"0134, 0139, 016, 019,0219, 0259, 029, 0119",,"0161","1"
"AGRICULTURE, FORESTRY, AND FISHERIES","2 Other agricultural products","020501","Vegetables",,"0134, 0139, 016, 019,0219, 0259, 029, 0119",,"0162","1"
"AGRICULTURE, FORESTRY, AND FISHERIES","2 Other agricultural products","020501","Vegetables",,"0134, 0139, 016, 019,0219, 0259, 029, 0119",,"0163","1"
"AGRICULTURE, FORESTRY, AND FISHERIES","2 Other agricultural products","020501","Vegetables",,"0134, 0139, 016, 019,0219, 0259, 029, 0119",,"0164","1"
"AGRICULTURE, FORESTRY, AND FISHERIES","2 Other agricultural products","020501","Vegetables",,"0134, 0139, 016, 019,0219, 0259, 029, 0119",,"0165","1"
"AGRICULTURE, FORESTRY, AND FISHERIES","2 Other agricultural products","020501","Vegetables",,"0134, 0139, 016, 019,0219, 0259, 029, 0119",,"0166","1"
"AGRICULTURE, FORESTRY, AND FISHERIES","2 Other agricultural products","020501","Vegetables",,"0134, 0139, 016, 019,0219, 0259, 029, 0119",,"0167","1"
"AGRICULTURE, FORESTRY, AND FISHERIES","2 Other agricultural products","020501","Vegetables",,"0134, 0139, 016, 019,0219, 0259, 029, 0119",,"0168","1"
"AGRICULTURE, FORESTRY, AND FISHERIES","2 Other agricultural products","020501","Vegetables",,"0134, 0139, 016, 019,0219, 0259, 029, 0119",,"0169","1"
"AGRICULTURE, FORESTRY, AND FISHERIES","2 Other agricultural products","020501","Vegetables",,"0134, 0139, 016, 019,0219, 0259, 029, 0119",,"0190","16"
"AGRICULTURE, FORESTRY, AND FISHERIES","2 Other agricultural products","020501","Vegetables",,"0134, 0139, 016, 019,0219, 0259, 029, 0119",,"0191","16"
"AGRICULTURE, FORESTRY, AND FISHERIES","2 Other agricultural products","020501","Vegetables",,"0134, 0139, 016, 019,0219, 0259, 029, 0119",,"0192","16"
"AGRICULTURE, FORESTRY, AND FISHERIES","2 Other agricultural products","020501","Vegetables",,"0134, 0139, 016, 019,0219, 0259, 029, 0119",,"0193","16"
"AGRICULTURE, FORESTRY, AND FISHERIES","2 Other agricultural products","020501","Vegetables",,"0134, 0139, 016, 019,0219, 0259, 029, 0119",,"0194","16"
"AGRICULTURE, FORESTRY, AND FISHERIES","2 Other agricultural products","020501","Vegetables",,"0134, 0139, 016, 019,0219, 0259, 029, 0119",,"0195","16"
"AGRICULTURE, FORESTRY, AND FISHERIES","2 Other agricultural products","020501","Vegetables",,"0134, 0139, 016, 019,0219, 0259, 029, 0119",,"0196","16"
"AGRICULTURE, FORESTRY, AND FISHERIES","2 Other agricultural products","020501","Vegetables",,"0134, 0139, 016, 019,0219, 0259, 029, 0119",,"0197","16"
"AGRICULTURE, FORESTRY, AND FISHERIES","2 Other agricultural products","020501","Vegetables",,"0134, 0139, 016, 019,0219, 0259, 029, 0119",,"0198","16"
"AGRICULTURE, FORESTRY, AND FISHERIES","2 Other agricultural products","020501","Vegetables",,"0134, 0139, 016, 019,0219, 0259, 029, 0119",,"0199","16"
